Email,Name,ID,Section,Gender,Age,Department,Study_Hours_per_Week,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
sara.verma534@gmail.com,Sara Verma,STU100534,A,Male,23,CS,19.2,79.88,66.71,67.23,72.0,53.74,52.55,76.85,67.99,C
shaurya.gupta535@gmail.com,Shaurya Gupta,STU100535,E,Male,23,Mathematics,22.9,83.93,59.29,71.07,72.66,69.21,40.96,75.77,69.02,C
sara.roy536@gmail.com,Sara Roy,STU100536,E,Male,20,CS,19.4,75.53,58.77,68.98,70.61,62.78,55.9,72.6,66.92,C
shaurya.sharma537@gmail.com,Shaurya Sharma,STU100537,C,Male,17,Mathematics,25.7,89.33,66.48,74.01,76.95,76.57,65.91,85.4,75.47,B
sara.singh538@gmail.com,Sara Singh,STU100538,B,Female,22,Engineering,16.9,80.86,55.65,65.8,65.36,51.27,46.36,74.01,63.61,C
vivaan.kumar539@gmail.com,Vivaan Kumar,STU100539,A,Female,22,Business,10.1,68.48,47.93,63.12,52.72,57.4,40.0,66.1,57.63,C
aditya.verma540@gmail.com,Aditya Verma,STU100540,C,Male,17,Mathematics,15.1,78.51,62.01,62.63,61.36,58.72,58.13,76.88,64.71,C
diya.chatterjee541@gmail.com,Diya Chatterjee,STU100541,D,Male,21,Engineering,15.1,70.37,55.37,59.05,73.0,54.94,50.94,66.11,61.43,C
myra.sharma542@gmail.com,Myra Sharma,STU100542,A,Female,22,CS,24.5,85.5,58.68,78.67,72.11,61.31,52.57,85.11,71.97,B
vihaan.chatterjee543@gmail.com,Vihaan Chatterjee,STU100543,D,Female,19,Business,33.2,95.95,69.56,78.49,88.27,67.15,55.34,92.09,78.99,B
sai.gupta544@gmail.com,Sai Gupta,STU100544,C,Male,24,Engineering,26.0,82.21,75.56,71.77,69.85,66.06,57.55,88.76,73.7,B
vivaan.patel545@gmail.com,Vivaan Patel,STU100545,E,Female,24,Mathematics,22.2,87.94,56.7,62.87,70.61,65.37,51.92,76.9,66.41,C
myra.sharma546@gmail.com,Myra Sharma,STU100546,B,Male,17,Engineering,22.0,78.23,66.29,66.63,66.85,56.42,63.8,87.0,68.63,C
aditya.singh547@gmail.com,Aditya Singh,STU100547,C,Male,20,Business,17.6,78.38,62.13,57.29,65.89,47.58,59.06,71.56,62.2,C
vivaan.das548@gmail.com,Vivaan Das,STU100548,A,Female,20,CS,20.3,85.46,59.5,71.89,74.98,68.34,59.77,81.32,71.22,B
diya.kumar549@gmail.com,Diya Kumar,STU100549,A,Male,23,CS,23.6,78.78,62.67,73.51,72.98,60.77,64.58,81.57,70.87,B
riya.iyer550@gmail.com,Riya Iyer,STU100550,A,Male,23,Engineering,16.7,78.27,46.82,65.19,72.71,55.01,55.0,75.84,63.49,C
ishita.iyer551@gmail.com,Ishita Iyer,STU100551,E,Female,24,CS,17.9,80.98,70.89,58.88,64.42,61.57,53.36,82.49,66.68,C
shaurya.das552@gmail.com,Shaurya Das,STU100552,C,Female,23,Mathematics,26.7,83.87,64.39,72.56,79.52,71.42,60.89,85.57,73.7,B
ishaan.das553@gmail.com,Ishaan Das,STU100553,B,Female,17,Business,25.9,86.18,72.09,79.53,69.98,75.33,65.24,88.58,77.04,B
aarav.chatterjee554@gmail.com,Aarav Chatterjee,STU100554,B,Female,21,Mathematics,25.1,84.73,69.44,76.33,73.63,69.39,48.37,75.04,73.17,B
anika.sharma555@gmail.com,Anika Sharma,STU100555,B,Female,24,Business,22.4,80.22,69.48,67.19,76.15,63.72,51.03,68.23,69.24,C
ira.patel556@gmail.com,Ira Patel,STU100556,D,Male,22,Business,20.6,80.83,58.66,74.61,68.79,61.07,68.42,77.34,69.78,C
anika.verma557@gmail.com,Anika Verma,STU100557,B,Female,23,CS,23.3,84.13,57.08,63.06,77.12,71.21,53.17,86.22,68.71,C
aadhya.chatterjee558@gmail.com,Aadhya Chatterjee,STU100558,C,Female,18,Business,24.7,81.25,57.68,76.03,62.29,63.83,49.8,82.09,68.89,C
diya.singh559@gmail.com,Diya Singh,STU100559,C,Female,19,Mathematics,8.2,74.22,48.02,48.11,58.35,49.68,42.72,64.71,53.79,D
anika.sharma560@gmail.com,Anika Sharma,STU100560,E,Male,24,Business,16.4,77.72,52.46,64.82,67.7,54.31,58.54,68.16,63.04,C
vivaan.kumar561@gmail.com,Vivaan Kumar,STU100561,A,Male,20,Mathematics,17.6,79.74,64.45,63.75,66.48,53.0,52.42,70.02,64.88,C
navya.roy562@gmail.com,Navya Roy,STU100562,B,Male,18,Mathematics,23.3,80.08,63.17,70.53,73.83,69.69,55.96,80.96,70.74,B
shaurya.kumar563@gmail.com,Shaurya Kumar,STU100563,C,Male,20,Business,16.0,75.65,59.94,64.82,65.69,54.65,55.48,79.16,65.01,C
sai.gupta564@gmail.com,Sai Gupta,STU100564,C,Female,19,Mathematics,8.5,67.11,47.18,58.81,57.62,58.0,45.11,62.04,56.69,C
diya.roy565@gmail.com,Diya Roy,STU100565,B,Female,24,Mathematics,7.3,64.51,49.23,52.11,56.95,53.29,57.18,65.31,55.19,C
vihaan.kumar566@gmail.com,Vihaan Kumar,STU100566,C,Female,23,CS,17.3,71.85,51.23,68.45,66.46,53.65,47.39,76.44,63.32,C
krishna.kumar567@gmail.com,Krishna Kumar,STU100567,A,Female,18,Engineering,21.2,78.38,53.47,77.73,73.47,75.56,49.9,78.36,70.76,B
vivaan.singh568@gmail.com,Vivaan Singh,STU100568,D,Female,24,CS,24.5,81.9,65.12,73.63,69.73,70.34,51.04,80.61,71.41,B
aarav.chatterjee569@gmail.com,Aarav Chatterjee,STU100569,A,Female,18,Mathematics,16.0,72.14,49.53,66.27,67.42,45.22,44.63,67.38,60.61,C
shaurya.verma570@gmail.com,Shaurya Verma,STU100570,E,Female,23,Mathematics,19.3,82.26,61.4,61.52,71.09,58.97,56.05,76.46,65.97,C
diya.sharma571@gmail.com,Diya Sharma,STU100571,C,Female,18,Engineering,21.0,78.39,57.85,67.03,70.72,61.05,47.76,69.16,65.53,C
arjun.iyer572@gmail.com,Arjun Iyer,STU100572,E,Male,19,Mathematics,16.6,71.64,54.98,55.38,73.11,60.7,51.96,74.7,61.88,C
aarav.singh573@gmail.com,Aarav Singh,STU100573,B,Female,20,Mathematics,17.8,74.8,50.71,67.31,72.76,57.2,51.41,81.23,65.14,C
krishna.kumar574@gmail.com,Krishna Kumar,STU100574,A,Female,17,Business,6.6,64.74,44.58,50.13,52.38,52.7,44.91,64.7,52.27,D
anika.sharma575@gmail.com,Anika Sharma,STU100575,E,Male,19,Business,24.8,80.17,59.44,67.09,74.11,62.6,58.91,82.91,68.64,C
ishita.singh576@gmail.com,Ishita Singh,STU100576,E,Female,21,CS,19.9,82.34,56.38,66.0,72.56,55.81,51.74,77.38,66.1,C
anika.das577@gmail.com,Anika Das,STU100577,D,Female,19,Engineering,20.8,78.2,57.37,73.55,70.8,56.56,59.54,72.63,67.88,C
anika.das578@gmail.com,Anika Das,STU100578,D,Male,19,Engineering,17.5,78.12,52.29,67.7,59.26,55.78,48.79,67.44,62.23,C
ishita.roy579@gmail.com,Ishita Roy,STU100579,E,Male,22,CS,30.0,90.71,71.24,80.83,78.06,73.23,57.86,87.43,78.24,B
ananya.sharma580@gmail.com,Ananya Sharma,STU100580,E,Female,21,Mathematics,24.9,83.28,66.69,77.35,75.39,70.24,51.75,87.81,74.57,B
arjun.singh581@gmail.com,Arjun Singh,STU100581,C,Female,24,CS,15.1,81.17,61.18,56.79,63.17,59.58,54.65,74.27,62.98,C
reyansh.kumar582@gmail.com,Reyansh Kumar,STU100582,D,Female,17,CS,11.2,72.63,53.87,62.4,55.27,54.18,60.88,67.61,60.27,C
diya.chatterjee583@gmail.com,Diya Chatterjee,STU100583,B,Male,18,CS,26.7,84.61,68.28,69.01,81.55,66.89,55.48,85.04,73.02,B
shaurya.das584@gmail.com,Shaurya Das,STU100584,D,Male,20,CS,5.9,66.72,47.57,45.0,53.0,45.66,47.65,65.42,51.13,D
vihaan.roy585@gmail.com,Vihaan Roy,STU100585,C,Male,17,Business,26.1,81.97,60.1,67.67,72.29,73.29,60.11,85.36,70.23,B
arjun.patel586@gmail.com,Arjun Patel,STU100586,B,Male,17,CS,14.9,75.83,56.29,60.62,62.76,69.27,59.03,74.28,63.75,C
aadhya.chatterjee587@gmail.com,Aadhya Chatterjee,STU100587,C,Male,17,Engineering,21.3,81.57,68.19,65.51,68.55,69.76,56.72,76.01,69.14,C
ananya.singh588@gmail.com,Ananya Singh,STU100588,A,Female,22,Engineering,15.3,72.49,52.73,60.73,61.0,54.91,51.66,71.6,60.4,C
krishna.iyer589@gmail.com,Krishna Iyer,STU100589,E,Male,18,Mathematics,25.8,85.29,84.5,70.77,70.81,62.9,74.0,85.13,75.78,B
myra.sharma590@gmail.com,Myra Sharma,STU100590,C,Female,22,Business,24.2,86.57,62.43,82.59,70.28,72.48,61.53,77.29,74.51,B
aditya.patel591@gmail.com,Aditya Patel,STU100591,C,Male,17,CS,18.1,78.02,61.56,69.53,76.44,53.03,52.96,69.77,67.37,C
aadhya.patel592@gmail.com,Aadhya Patel,STU100592,C,Male,21,CS,16.5,75.23,57.53,63.98,61.97,65.41,49.48,70.09,63.54,C
sai.sharma593@gmail.com,Sai Sharma,STU100593,A,Male,17,Business,19.6,81.7,57.9,60.88,70.64,58.77,57.66,78.01,65.17,C
aditya.kumar594@gmail.com,Aditya Kumar,STU100594,A,Female,20,CS,15.2,76.44,56.53,68.2,63.67,56.68,50.77,67.89,63.96,C
diya.verma595@gmail.com,Diya Verma,STU100595,C,Female,21,Mathematics,24.7,83.48,67.56,74.44,75.16,65.58,59.65,79.07,72.91,B
sai.iyer596@gmail.com,Sai Iyer,STU100596,A,Female,17,Engineering,17.6,73.67,50.27,62.42,66.86,64.05,49.62,72.48,62.31,C
vivaan.verma597@gmail.com,Vivaan Verma,STU100597,E,Male,23,Engineering,20.8,78.9,57.57,70.3,63.51,69.36,61.72,81.63,68.2,C
aarav.das598@gmail.com,Aarav Das,STU100598,D,Female,20,CS,10.0,73.21,50.36,67.91,62.1,54.42,47.2,65.58,61.44,C
krishna.verma599@gmail.com,Krishna Verma,STU100599,E,Female,18,Mathematics,24.9,84.62,62.65,79.62,72.29,62.79,53.1,87.89,73.44,B
anika.das600@gmail.com,Anika Das,STU100600,A,Female,20,Mathematics,13.4,71.76,47.79,57.45,65.12,56.57,48.12,60.82,57.88,C
sara.singh601@gmail.com,Sara Singh,STU100601,D,Female,18,Engineering,23.4,81.75,65.76,74.29,75.2,56.45,72.13,78.66,72.01,B
vihaan.sharma602@gmail.com,Vihaan Sharma,STU100602,E,Female,22,Business,11.9,70.19,56.82,51.32,64.83,58.12,49.28,66.03,58.38,C
anika.verma603@gmail.com,Anika Verma,STU100603,A,Female,24,CS,16.6,74.57,56.17,70.93,62.11,70.28,62.85,71.66,66.62,C
reyansh.iyer604@gmail.com,Reyansh Iyer,STU100604,B,Female,24,Mathematics,22.6,85.55,63.25,63.93,69.42,68.79,59.1,75.52,68.18,C
ishita.verma605@gmail.com,Ishita Verma,STU100605,B,Female,22,CS,22.3,85.49,67.0,73.97,67.99,63.75,53.03,73.14,70.68,B
aadhya.singh606@gmail.com,Aadhya Singh,STU100606,A,Male,19,Mathematics,14.9,71.26,56.53,57.71,66.27,61.13,54.81,65.28,61.06,C
aditya.kumar607@gmail.com,Aditya Kumar,STU100607,C,Male,22,Mathematics,20.7,80.03,61.34,71.36,72.67,52.65,56.34,80.4,68.7,C
ishita.verma608@gmail.com,Ishita Verma,STU100608,A,Female,19,Engineering,17.8,82.59,56.42,63.5,67.61,67.06,46.68,79.76,65.75,C
shaurya.patel609@gmail.com,Shaurya Patel,STU100609,B,Male,19,Business,6.9,72.04,49.91,47.52,51.89,54.81,48.69,67.08,53.85,D
krishna.roy610@gmail.com,Krishna Roy,STU100610,C,Female,19,Engineering,12.9,80.34,49.47,51.67,52.36,54.78,59.1,66.82,56.4,C
arjun.roy611@gmail.com,Arjun Roy,STU100611,A,Male,20,Engineering,16.9,78.84,61.6,65.39,69.64,67.48,47.2,78.45,67.22,C
ananya.singh612@gmail.com,Ananya Singh,STU100612,D,Male,23,Business,30.6,89.83,68.34,78.11,81.61,71.79,62.64,89.5,77.59,B
reyansh.das613@gmail.com,Reyansh Das,STU100613,B,Male,23,Engineering,25.3,83.65,59.39,70.57,76.83,67.66,69.84,82.62,71.46,B
vivaan.das614@gmail.com,Vivaan Das,STU100614,D,Male,17,CS,21.4,81.54,54.42,72.6,74.64,73.03,56.6,74.34,69.58,C
arjun.das615@gmail.com,Arjun Das,STU100615,A,Female,18,Business,19.0,83.79,62.9,60.56,69.91,61.87,58.31,82.85,67.0,C
ishaan.gupta616@gmail.com,Ishaan Gupta,STU100616,A,Male,17,Business,19.3,81.44,57.08,60.45,68.52,59.89,49.69,71.51,63.6,C
diya.gupta617@gmail.com,Diya Gupta,STU100617,E,Male,20,Business,27.9,89.83,74.36,76.26,76.78,64.19,50.33,87.77,75.96,B
navya.singh618@gmail.com,Navya Singh,STU100618,B,Female,23,CS,15.0,75.98,52.16,64.05,66.14,61.03,40.0,70.07,62.27,C
navya.chatterjee619@gmail.com,Navya Chatterjee,STU100619,C,Female,23,Mathematics,17.7,79.24,55.57,70.33,70.54,67.1,42.13,76.31,67.17,C
anika.das620@gmail.com,Anika Das,STU100620,B,Male,17,CS,22.9,88.57,60.69,69.02,78.97,70.16,61.57,74.19,71.06,B
reyansh.roy621@gmail.com,Reyansh Roy,STU100621,A,Male,18,Mathematics,22.9,82.93,66.94,65.52,68.37,62.2,58.81,78.39,68.59,C
aadhya.verma622@gmail.com,Aadhya Verma,STU100622,B,Female,20,Engineering,13.1,70.1,45.28,66.51,62.36,53.9,57.31,70.04,60.63,C
ishaan.sharma623@gmail.com,Ishaan Sharma,STU100623,D,Female,22,CS,24.7,77.93,68.36,69.78,79.98,70.21,58.74,82.36,72.59,B
sai.das624@gmail.com,Sai Das,STU100624,D,Female,23,Engineering,21.4,81.11,65.54,68.04,71.46,56.13,57.6,80.96,68.94,C
anika.verma625@gmail.com,Anika Verma,STU100625,D,Male,22,Mathematics,14.5,72.61,49.74,65.41,58.9,61.91,43.56,72.6,61.3,C
arjun.chatterjee626@gmail.com,Arjun Chatterjee,STU100626,B,Female,21,Engineering,20.7,75.44,57.45,66.73,63.49,47.77,55.27,81.55,64.27,C
krishna.singh627@gmail.com,Krishna Singh,STU100627,D,Male,21,Business,25.6,86.39,54.32,66.67,71.06,71.77,59.47,86.14,68.93,C
krishna.verma628@gmail.com,Krishna Verma,STU100628,B,Female,20,CS,21.7,78.26,72.0,71.32,67.0,64.81,61.08,82.0,71.41,B
vivaan.sharma629@gmail.com,Vivaan Sharma,STU100629,D,Male,19,Engineering,26.8,83.13,53.6,71.59,77.86,75.87,60.85,87.29,71.55,B
myra.das630@gmail.com,Myra Das,STU100630,D,Female,24,Mathematics,15.1,76.31,55.71,66.7,65.01,61.52,58.02,70.95,64.68,C
riya.sharma631@gmail.com,Riya Sharma,STU100631,C,Female,23,Mathematics,27.5,88.64,64.49,70.0,76.3,73.48,63.86,91.86,73.93,B
vihaan.gupta632@gmail.com,Vihaan Gupta,STU100632,C,Female,21,Mathematics,30.5,91.34,74.78,81.89,77.71,74.23,55.43,90.8,79.59,B
myra.singh633@gmail.com,Myra Singh,STU100633,D,Male,19,Mathematics,19.2,78.96,60.15,68.42,66.71,53.85,55.14,73.54,65.95,C
vivaan.patel634@gmail.com,Vivaan Patel,STU100634,E,Female,19,Engineering,23.6,85.41,78.87,67.03,69.9,66.42,48.83,85.67,72.56,B
myra.kumar635@gmail.com,Myra Kumar,STU100635,D,Female,22,Engineering,28.8,91.63,71.94,75.86,78.31,75.02,55.31,84.46,76.77,B
shaurya.roy636@gmail.com,Shaurya Roy,STU100636,A,Female,20,Engineering,23.0,84.18,60.42,72.24,62.86,60.64,55.98,78.92,68.36,C
ishita.chatterjee637@gmail.com,Ishita Chatterjee,STU100637,E,Female,19,CS,14.5,75.68,57.23,66.45,60.67,57.29,55.28,70.89,63.63,C
myra.sharma638@gmail.com,Myra Sharma,STU100638,C,Male,24,CS,12.6,78.71,55.08,66.21,70.05,48.98,47.26,66.28,63.15,C
ishita.patel639@gmail.com,Ishita Patel,STU100639,C,Female,21,CS,10.6,69.52,54.94,59.22,59.67,55.32,40.71,63.63,58.59,C
sai.patel640@gmail.com,Sai Patel,STU100640,C,Male,20,Mathematics,12.0,73.89,49.01,60.12,68.81,60.71,45.05,68.24,60.69,C
aditya.sharma641@gmail.com,Aditya Sharma,STU100641,E,Female,21,Engineering,27.9,86.36,65.93,73.68,76.68,74.89,46.36,84.22,73.66,B
ishita.gupta642@gmail.com,Ishita Gupta,STU100642,C,Male,24,Engineering,14.8,69.5,56.47,60.99,63.22,48.35,41.28,75.56,60.48,C
ishita.singh643@gmail.com,Ishita Singh,STU100643,C,Female,22,CS,8.4,73.11,52.55,55.46,55.5,47.57,47.62,70.0,56.92,C
ananya.singh644@gmail.com,Ananya Singh,STU100644,D,Female,22,Business,22.3,85.76,77.31,72.21,72.12,65.11,63.04,76.28,73.81,B
riya.iyer645@gmail.com,Riya Iyer,STU100645,B,Male,20,Mathematics,29.1,86.38,59.2,79.99,74.86,66.66,65.69,89.01,74.56,B
diya.sharma646@gmail.com,Diya Sharma,STU100646,A,Female,21,Mathematics,11.6,64.54,48.89,65.58,59.22,60.48,55.59,72.61,60.88,C
anika.gupta647@gmail.com,Anika Gupta,STU100647,A,Female,18,Engineering,15.5,74.84,51.86,59.73,66.27,55.77,41.37,74.43,60.8,C
navya.patel648@gmail.com,Navya Patel,STU100648,B,Female,18,Business,18.9,81.07,65.06,56.52,66.75,64.14,48.74,74.22,64.36,C
aadhya.singh649@gmail.com,Aadhya Singh,STU100649,E,Female,19,CS,29.0,86.92,67.51,67.88,83.07,65.06,52.8,85.52,72.72,B
sara.das650@gmail.com,Sara Das,STU100650,A,Male,24,Engineering,22.5,84.53,63.98,72.17,69.27,64.86,58.63,77.57,70.46,B
navya.das651@gmail.com,Navya Das,STU100651,B,Female,24,Business,15.5,75.15,56.39,65.04,68.71,58.17,42.95,70.09,63.59,C
ira.kumar652@gmail.com,Ira Kumar,STU100652,D,Male,21,CS,34.7,100.0,64.12,71.02,78.56,73.3,70.44,85.38,75.3,B
myra.kumar653@gmail.com,Myra Kumar,STU100653,E,Female,19,Business,18.4,76.21,52.35,67.43,68.86,58.04,60.76,75.42,65.04,C
anika.patel654@gmail.com,Anika Patel,STU100654,A,Male,20,Business,10.0,67.64,54.42,50.95,60.15,54.0,59.29,63.54,56.68,C
ananya.chatterjee655@gmail.com,Ananya Chatterjee,STU100655,B,Male,24,Engineering,26.1,87.86,69.14,72.77,81.67,68.95,58.25,76.96,74.2,B
aadhya.sharma656@gmail.com,Aadhya Sharma,STU100656,D,Female,17,Mathematics,18.8,83.29,56.53,66.04,70.86,63.23,59.51,71.16,66.49,C
aarav.roy657@gmail.com,Aarav Roy,STU100657,B,Female,22,Mathematics,11.7,68.24,54.77,52.65,60.48,57.08,53.55,66.8,57.71,C
ira.gupta658@gmail.com,Ira Gupta,STU100658,A,Female,24,CS,12.4,76.0,63.0,69.34,68.36,55.51,52.39,66.51,66.08,C
vivaan.roy659@gmail.com,Vivaan Roy,STU100659,E,Female,24,Engineering,16.3,73.37,62.95,73.31,64.74,57.82,58.08,76.4,67.96,C
krishna.sharma660@gmail.com,Krishna Sharma,STU100660,C,Male,23,CS,22.9,81.95,60.89,70.29,68.73,69.99,60.62,78.5,69.65,C
sara.iyer661@gmail.com,Sara Iyer,STU100661,E,Male,20,Business,16.4,79.37,59.99,63.17,66.52,59.45,50.49,82.5,65.58,C
sai.verma662@gmail.com,Sai Verma,STU100662,E,Male,19,Business,12.5,73.08,44.48,62.29,67.7,57.32,48.96,67.85,60.01,C
krishna.verma663@gmail.com,Krishna Verma,STU100663,B,Male,17,Engineering,18.3,77.57,54.08,57.3,70.19,60.5,51.92,76.96,62.63,C
anika.gupta664@gmail.com,Anika Gupta,STU100664,A,Male,19,Mathematics,26.1,89.12,55.96,70.44,78.72,73.26,61.42,78.62,71.3,B
anika.patel665@gmail.com,Anika Patel,STU100665,E,Male,20,CS,20.2,77.25,58.49,66.22,73.95,67.0,52.47,75.15,67.22,C
ishita.kumar666@gmail.com,Ishita Kumar,STU100666,C,Male,17,CS,5.0,68.61,45.81,51.83,55.79,47.57,40.0,61.63,52.86,D
ishita.gupta667@gmail.com,Ishita Gupta,STU100667,C,Female,18,Mathematics,17.9,72.05,56.88,63.28,69.41,61.69,52.84,76.98,64.49,C
vivaan.chatterjee668@gmail.com,Vivaan Chatterjee,STU100668,A,Female,22,Mathematics,20.3,81.52,52.28,70.0,75.1,62.42,60.04,71.08,67.22,C
ira.patel669@gmail.com,Ira Patel,STU100669,D,Female,24,CS,27.9,90.67,59.5,80.77,79.4,71.44,56.4,86.43,75.71,B
arjun.roy670@gmail.com,Arjun Roy,STU100670,B,Male,20,Business,22.4,82.79,57.36,71.99,61.57,61.66,71.08,79.24,68.23,C
aditya.patel671@gmail.com,Aditya Patel,STU100671,E,Female,19,Engineering,17.7,75.75,57.08,60.72,67.99,63.71,52.97,70.07,63.43,C
sara.verma672@gmail.com,Sara Verma,STU100672,A,Female,24,Mathematics,23.9,86.16,68.4,60.84,78.97,71.6,55.07,87.44,71.05,B
vivaan.gupta673@gmail.com,Vivaan Gupta,STU100673,A,Male,19,CS,17.0,79.04,58.84,58.02,65.83,54.17,51.84,70.3,61.99,C
sai.gupta674@gmail.com,Sai Gupta,STU100674,C,Female,20,Engineering,14.0,75.38,53.14,55.71,63.19,59.4,54.38,79.74,60.99,C
ishita.patel675@gmail.com,Ishita Patel,STU100675,E,Male,24,CS,19.8,85.83,53.27,71.84,63.8,64.24,54.66,78.65,67.38,C
aditya.roy676@gmail.com,Aditya Roy,STU100676,B,Male,17,Mathematics,20.5,78.43,55.5,69.71,72.0,59.35,47.57,77.11,66.68,C
vivaan.verma677@gmail.com,Vivaan Verma,STU100677,A,Female,24,Business,27.0,88.3,65.08,80.06,75.34,77.3,48.24,88.87,76.2,B
vihaan.verma678@gmail.com,Vihaan Verma,STU100678,D,Male,20,Engineering,23.8,79.88,58.12,69.43,69.17,64.26,61.64,78.47,68.17,C
vivaan.verma679@gmail.com,Vivaan Verma,STU100679,E,Male,24,Business,18.1,75.78,56.34,67.3,64.66,69.54,49.16,75.32,65.68,C
sara.roy680@gmail.com,Sara Roy,STU100680,A,Male,17,Engineering,18.5,80.46,60.56,70.26,76.26,64.72,49.2,77.11,69.32,C
aditya.iyer681@gmail.com,Aditya Iyer,STU100681,B,Male,18,Engineering,21.8,76.25,59.63,64.78,73.16,55.81,55.87,81.67,66.5,C
ishita.iyer682@gmail.com,Ishita Iyer,STU100682,A,Female,20,Engineering,23.0,80.38,56.57,71.49,75.11,64.14,57.69,84.6,69.82,C
reyansh.verma683@gmail.com,Reyansh Verma,STU100683,B,Female,21,CS,24.3,84.72,66.07,73.13,78.0,70.2,60.35,78.55,73.22,B
reyansh.verma684@gmail.com,Reyansh Verma,STU100684,E,Female,18,Engineering,16.5,73.25,54.13,70.18,70.73,63.51,46.62,79.73,66.47,C
navya.kumar685@gmail.com,Navya Kumar,STU100685,E,Female,23,Business,10.1,73.52,59.46,52.52,60.73,55.91,54.04,70.15,59.42,C
sai.chatterjee686@gmail.com,Sai Chatterjee,STU100686,C,Female,19,CS,18.3,83.14,59.14,59.54,68.64,47.77,53.03,79.95,63.72,C
ishaan.kumar687@gmail.com,Ishaan Kumar,STU100687,E,Male,20,Engineering,21.8,73.31,55.24,64.22,69.1,65.91,46.9,74.33,64.38,C
reyansh.chatterjee688@gmail.com,Reyansh Chatterjee,STU100688,B,Female,22,CS,16.1,78.22,51.58,63.87,69.01,57.31,54.79,75.51,63.67,C
anika.patel689@gmail.com,Anika Patel,STU100689,D,Female,22,CS,16.4,74.99,62.93,68.16,61.61,63.59,56.2,74.0,66.34,C
myra.patel690@gmail.com,Myra Patel,STU100690,B,Female,18,Mathematics,14.2,77.81,53.02,58.6,65.44,61.63,56.87,67.89,61.58,C
anika.roy691@gmail.com,Anika Roy,STU100691,E,Female,23,Business,18.9,83.11,61.07,60.61,70.25,66.63,54.03,79.58,66.57,C
ira.iyer692@gmail.com,Ira Iyer,STU100692,A,Female,17,CS,18.0,81.94,63.67,59.25,68.95,64.0,58.38,73.67,65.73,C
anika.singh693@gmail.com,Anika Singh,STU100693,A,Male,24,CS,13.9,77.25,54.25,73.96,61.51,60.87,53.69,70.17,65.78,C
ira.sharma694@gmail.com,Ira Sharma,STU100694,C,Female,21,Business,26.0,87.5,65.65,65.29,77.65,67.93,58.7,90.59,71.9,B
diya.sharma695@gmail.com,Diya Sharma,STU100695,B,Male,23,CS,21.7,82.36,60.75,69.35,74.39,68.65,40.99,83.12,69.57,C
ishaan.chatterjee696@gmail.com,Ishaan Chatterjee,STU100696,B,Female,23,Mathematics,15.3,71.42,48.98,65.21,65.15,55.38,46.49,64.62,60.6,C
ishaan.verma697@gmail.com,Ishaan Verma,STU100697,E,Female,19,Engineering,17.5,81.26,58.88,66.88,68.71,60.95,41.63,78.18,66.27,C
ishita.das698@gmail.com,Ishita Das,STU100698,B,Female,22,Engineering,16.8,76.64,53.9,73.33,63.59,57.23,58.91,74.11,66.06,C
myra.singh699@gmail.com,Myra Singh,STU100699,B,Male,22,Business,24.4,83.3,69.33,75.71,70.02,63.73,53.12,88.28,73.27,B
myra.verma700@gmail.com,Myra Verma,STU100700,D,Male,22,Engineering,18.5,78.12,55.49,71.59,65.83,63.04,55.92,75.07,66.87,C
shaurya.gupta701@gmail.com,Shaurya Gupta,STU100701,C,Female,24,CS,11.7,69.78,48.58,59.09,63.31,63.09,49.55,64.68,59.17,C
diya.gupta702@gmail.com,Diya Gupta,STU100702,B,Female,19,Mathematics,18.1,81.37,47.14,69.97,68.88,63.83,55.85,72.89,65.35,C
vihaan.verma703@gmail.com,Vihaan Verma,STU100703,E,Female,18,Engineering,26.5,85.29,68.83,72.52,78.11,63.04,50.2,86.07,73.19,B
aadhya.singh704@gmail.com,Aadhya Singh,STU100704,C,Female,17,CS,16.5,79.44,54.27,55.05,65.69,63.21,60.21,74.97,61.99,C
sai.patel705@gmail.com,Sai Patel,STU100705,A,Female,22,CS,13.2,76.47,46.72,56.14,60.9,57.58,47.74,65.81,57.7,C
vivaan.kumar706@gmail.com,Vivaan Kumar,STU100706,A,Male,20,CS,19.5,80.68,66.55,70.24,72.25,60.83,52.64,72.02,69.2,C
ishaan.das707@gmail.com,Ishaan Das,STU100707,C,Female,20,Business,20.9,74.18,71.61,72.26,73.05,70.14,65.29,83.34,72.99,B
aadhya.chatterjee708@gmail.com,Aadhya Chatterjee,STU100708,E,Male,20,Engineering,9.5,68.47,52.03,55.05,55.05,50.25,46.54,63.87,55.77,C
aditya.singh709@gmail.com,Aditya Singh,STU100709,C,Female,24,Business,17.3,75.72,53.93,56.0,66.13,68.05,50.42,73.44,61.75,C
ananya.das710@gmail.com,Ananya Das,STU100710,B,Male,20,CS,18.9,81.34,54.75,62.34,63.41,62.89,48.11,84.17,64.41,C
krishna.sharma711@gmail.com,Krishna Sharma,STU100711,D,Female,21,CS,17.6,78.82,52.95,75.19,69.61,59.77,58.74,70.18,67.4,C
shaurya.patel712@gmail.com,Shaurya Patel,STU100712,A,Male,18,CS,18.4,81.48,48.6,70.41,66.8,58.3,60.61,69.31,64.8,C
shaurya.patel713@gmail.com,Shaurya Patel,STU100713,B,Male,22,Mathematics,5.0,60.0,40.59,56.18,53.17,47.68,40.08,60.12,51.73,D
